use,type,which,loga,a,b,n,rsq,minLen,maxLen,reason
yes,WBIC,1603400,-14.3343954016963,5.95183901088124e-07,3.44919244475155,73,0.928783897801429,248.92,721.36,
yes,WBIC,1603700,-14.1506193246588,7.15260285624594e-07,3.42216271130778,199,0.870369200717451,198.12,731.52,
yes,WBIC,1603800,-11.6240187151189,8.9485529964853e-06,3.02153859541957,210,0.915393604025938,246.38,688.34,
yes,WBIC,1605200,-13.0933064011999,2.05896649770448e-06,3.24927426800561,82,0.987725719416079,254,708.66,
yes,WBIC,1605800,-12.4374089602981,3.96736282307433e-06,3.15130954431695,369,0.974518047779115,246.38,746.76,
yes,WBIC,1609000,-13.401269317856,1.51322213272679e-06,3.31645832960725,139,0.949484281220854,223.52,716.28,
yes,WBIC,1609100,-12.7344061811745,2.94793338321272e-06,3.19799595477722,244,0.92864239203938,226.06,665.48,
yes,WBIC,1610500,-12.2328681198212,4.86780169640963e-06,3.11244613313126,55,0.943802982102878,220.98,576.58,
yes,WBIC,1610600,-13.7615175352044,1.05547723781122e-06,3.36591225094264,214,0.981875644250397,220.98,695.96,
yes,WBIC,1610700,-13.5462090648168,1.309049751087e-06,3.32725285853942,473,0.974561565789992,170.18,728.98,
yes,WBIC,1610800,-12.3728251797312,4.23204521356292e-06,3.13732395825471,70,0.987476346631328,198.12,736.6,
yes,WBIC,1611700,-12.8260748298263,2.68971631283e-06,3.21017658388673,45,0.966866364995399,198.12,711.2,
yes,WBIC,1611800,-13.2627463923578,1.73805064390849e-06,3.27770971107105,113,0.960440140167993,195.58,675.64,
yes,WBIC,1612200,-14.0719029655583,7.73838249199701e-07,3.41234368051554,206,0.976032189936134,175.26,751.84,
yes,WBIC,1612900,-12.9604110139229,2.35160845753383e-06,3.23114360080184,175,0.963946358115336,185.42,744.22,
yes,WBIC,1613000,-13.2641894010603,1.73554443038278e-06,3.2844641282458,362,0.958938039389366,190.5,703.58,
yes,WBIC,1618100,-12.5822489506352,3.4324064610812e-06,3.16820723708475,230,0.985712774621109,248.92,726.44,
NO,WBIC,1629500,-16.0526385313253,1.06764695523863e-07,3.72727783215758,220,0.825399316234007,269.24,563.88,r^2< 0.85
yes,WBIC,1630100,-14.4123131170686,5.50569237278822e-07,3.47479237840382,209,0.982462560814265,322.58,815.34,
yes,WBIC,1631900,-14.2781374008309,6.29627538684381e-07,3.44480339354982,187,0.970024710359149,271.78,650.24,
NO,WBIC,1835300,-13.8030950814004,1.0124928685475e-06,3.34078061910631,1185,0.775944722620388,116.84,767.08,r^2< 0.85
yes,WBIC,1880700,-12.5336591072429,3.60330489499602e-06,3.14393195813958,456,0.967752548754594,119.38,594.36,
yes,WBIC,1881100,-10.9818006921037,1.70084429665595e-05,2.90520445948716,101,0.972952216897839,256.54,675.64,
yes,WBIC,1881900,-13.5133956478614,1.35271665858942e-06,3.32620059852069,313,0.90692000090443,177.038,754.38,
yes,WBIC,2079000,-13.3216359912715,1.63865300623638e-06,3.30166987315284,51,0.933941223757289,292.1,627.38,
yes,WBIC,2079800,-13.3622997556262,1.57335581864367e-06,3.29398125661105,106,0.969816858444987,337.82,746.76,
yes,WBIC,2081200,-12.9951482594284,2.27132258533032e-06,3.24539669866876,644,0.976282138156405,109.22,762,
NO,WBIC,2094100,-10.6613531774972,2.34332834278513e-05,2.88337830730929,6,0.990242619879939,289.56,660.4,n< 25
yes,WBIC,2098000,-13.1240685696132,1.99659252161071e-06,3.26424034400838,68,0.98887845962552,312.42,741.68,
yes,WBIC,2100300,-11.85599962103,7.09585589537716e-06,3.06067603464077,188,0.976648031621012,274.32,635,
yes,WBIC,2100800,-11.8537761598671,7.11165080855914e-06,3.0447893601821,141,0.945913375479477,284.48,713.74,
yes,WBIC,2103200,-12.3663465091183,4.25955224881787e-06,3.13640693399631,196,0.976219495814883,264.16,731.52,
yes,WBIC,2105100,-12.2805103156944,4.64132665440767e-06,3.11525025462688,507,0.979764888767762,116.84,762,
yes,WBIC,2106800,-12.9475705991129,2.38199878022153e-06,3.2300949634646,532,0.974566234917159,177.8,774.7,
yes,WBIC,2109600,-11.8923143328462,6.84279466619025e-06,3.05850795483021,476,0.963984587419358,149.86,731.52,
yes,WBIC,2109800,-13.863177457972,9.53451328818293e-07,3.37184967901139,165,0.921252424067832,284.48,731.52,
yes,WBIC,2112800,-12.0782715271293,5.68163492847217e-06,3.08987403173925,124,0.966965494318582,317.5,660.4,
yes,WBIC,2113300,-11.2547059753642,1.29462294372178e-05,2.96015322975312,128,0.982337168107392,139.7,728.98,
yes,WBIC,2128100,-13.1840532086076,1.88034890870079e-06,3.28002704691739,169,0.973585641198055,170.18,739.14,
yes,WBIC,2133200,-12.5952219627111,3.38816540099133e-06,3.17715125292168,217,0.956660271817293,243.84,749.3,
yes,WBIC,2152800,-12.6243118258801,3.29102389973361e-06,3.1717953841986,1440,0.94471008089465,119.38,721.36,
NO,WBIC,2169200,-14.0934985123269,7.5730594369218e-07,3.39356772762286,76,0.762487948784122,452.12,698.5,r^2< 0.85
yes,WBIC,2242500,-13.766374377647,1.05036337981922e-06,3.35389475264668,306,0.923965089258543,213.36,762,
yes,WBIC,2267800,-13.3375108258413,1.61284505133949e-06,3.28809346432057,484,0.951920318213321,162.56,693.42,
yes,WBIC,2268300,-13.4643786030575,1.42067477855225e-06,3.31555108124385,692,0.946736740563743,129.54,744.22,
yes,WBIC,2268500,-13.8506920967372,9.65430137345642e-07,3.37834991622449,241,0.968546171978183,259.08,749.3,
yes,WBIC,2268600,-12.3171555070803,4.47432297994652e-06,3.12308338866756,106,0.969048566500915,154.94,703.58,
yes,WBIC,2272600,-13.6803791121896,1.14468723876365e-06,3.34113995480045,637,0.958521025953466,198.12,693.42,
yes,WBIC,2275100,-13.4749991009154,1.40566634470231e-06,3.31562866589626,165,0.979558705993013,259.08,744.22,
yes,WBIC,2283300,-13.3654461829742,1.56841314882125e-06,3.28894690294778,1277,0.897706445637454,132.08,728.98,
NO,WBIC,2287200,4.59880165738949,99.3651707498814,0.20871048361178,60,0.111278351926041,304.8,640.08,r^2< 0.85
NO,WBIC,2288900,5.04955091310127,155.952412572563,0.130058121451461,106,0.0353222292299847,302.26,655.32,r^2< 0.85
NO,WBIC,2290100,4.83788517018211,126.202173192176,0.158378993630527,12,0.035712509746101,317.5,525.78,n< 25
NO,WBIC,2290500,4.27426461331299,71.8272990435457,0.263905820876745,34,0.199078580378281,307.34,617.22,r^2< 0.85
yes,WBIC,2294900,-12.1328699605835,5.37974296699442e-06,3.0777399576888,4021,0.903026925371419,109.22,746.76,
yes,WBIC,2295200,-12.7390505289327,2.9342738996619e-06,3.18931267736281,507,0.961076950384261,109.22,736.6,
yes,WBIC,2303500,-10.1273683273038,3.9970521929161e-05,2.75739771657064,155,0.967298711292242,96.52,723.9,
yes,WBIC,2306300,-12.9479260703435,2.38115219866045e-06,3.21371739646733,55,0.930154201961261,238.76,584.2,
yes,WBIC,2310200,-13.8377868818599,9.77969961241838e-07,3.34662271053633,158,0.936478924886693,147.32,647.7,
yes,WBIC,2310400,-13.9560497336874,8.68889624886615e-07,3.38255609211524,284,0.984257170821,119.38,711.2,
yes,WBIC,2311100,-13.3562216688907,1.58294793309688e-06,3.2845516044616,393,0.951967411425811,193.04,708.66,
yes,WBIC,2311700,-12.7424611585862,2.92428322501832e-06,3.16439481667294,123,0.962436849593647,114.3,660.4,
yes,WBIC,2327500,-14.2544707957934,6.4470641404677e-07,3.433379517205,395,0.947513023987437,233.68,731.52,
yes,WBIC,2328700,-13.1152265008659,2.01432480947239e-06,3.24625172500771,346,0.963387779411015,127,746.76,
yes,WBIC,2328800,-13.1276725447109,1.98940980282677e-06,3.24612864297954,33,0.960632206278816,254,670.56,
NO,WBIC,2328900,-13.7905402381195,1.02528468946409e-06,3.37416150031563,17,0.965177562750809,233.68,652.78,n< 25
yes,WBIC,2329000,-14.0566771729612,7.85710704295259e-07,3.40227814721493,620,0.94693473949579,172.72,726.44,
yes,WBIC,2329300,-13.6668567314136,1.1602712645741e-06,3.33692434767277,247,0.934181871230777,213.36,734.06,
yes,WBIC,2329400,-16.6698070762616,5.75963248330699e-08,3.81902897393724,178,0.857192568766916,208.28,762,
yes,WBIC,2329600,-17.4931982621644,2.52813652959904e-08,3.9432706340074,43,0.973978862662884,309.88,703.58,
yes,WBIC,2329800,-12.7453167425789,2.915944600139e-06,3.18688165641253,70,0.889416978731705,172.72,741.68,
yes,WBIC,2331600,-13.9441791760892,8.79265289853524e-07,3.38750939821719,566,0.981016662843766,180.34,817.88,
yes,WBIC,2332400,-13.239066996687,1.77969777627245e-06,3.2651642418183,129,0.951542441442792,325.12,728.98,
NO,WBIC,2334300,-19.119437284699,4.97203171449523e-09,4.19752689533719,81,0.901388924906038,205.74,650.24,b far from 3
yes,WBIC,2334400,-14.207503496794,6.7570888523929e-07,3.42328621713082,526,0.915812980036875,175.26,784.86,
yes,WBIC,2334700,-13.2213550516012,1.8115004981808e-06,3.26621186584659,496,0.982947730658771,132.08,787.4,
yes,WBIC,2338300,-12.5124619742514,3.68049989398769e-06,3.14819322463286,506,0.961514866876748,96.52,688.34,
yes,WBIC,2339100,-14.1903102137518,6.87426987014307e-07,3.41313808619967,236,0.961667253398551,284.48,762,
yes,WBIC,2339800,-8.98703563566762,0.000125020149748169,2.58393221516192,117,0.87075830276748,381,736.6,
yes,WBIC,2339900,-11.0691265806003,1.55861699186034e-05,2.87805342843542,81,0.99498918523951,91.44,259.08,
yes,WBIC,2340500,-16.4006391693794,7.53863834281645e-08,3.78141345927459,102,0.967180768051227,248.92,683.26,
yes,WBIC,2340700,-15.7510312873995,1.44349082433186e-07,3.66595763018403,246,0.95278106375296,248.92,685.8,
yes,WBIC,2340900,-14.2235886258625,6.64926967345329e-07,3.41844212597771,56,0.94107275065811,302.26,660.4,
yes,WBIC,2343200,-14.450954990668,5.2970001998451e-07,3.47250325471591,128,0.926839858627904,218.44,622.3,
yes,WBIC,2344000,-14.3618202147298,5.79082886680914e-07,3.4476220571364,112,0.985573307331227,271.78,721.36,
yes,WBIC,2351400,-13.1216152624422,2.00149678973981e-06,3.24008645450274,1869,0.913286130809154,132.08,728.98,
yes,WBIC,2353600,-10.4684480273638,2.84191305867122e-05,2.83168099029631,173,0.975457285074098,190.5,734.06,
NO,WBIC,2390800,-11.048799276081,1.59062367681122e-05,2.93022419804013,802,0.834456602054597,330.2,711.2,r^2< 0.85
yes,WBIC,2391200,-12.7317868809873,2.95566502700281e-06,3.17259098648999,1013,0.969252841386212,81.28,647.7,
yes,WBIC,2392000,-12.0838236488394,5.65017720918999e-06,3.07097235131391,182,0.921502981773924,226.06,764.54,
yes,WBIC,2393200,-12.6075642674254,3.34660463658537e-06,3.16613241183436,267,0.971981384325713,177.8,678.18,
yes,WBIC,2393500,-14.6442096948161,4.3661689588004e-07,3.48740952446662,1154,0.876533536502637,142.24,739.14,
yes,WBIC,2395600,-12.5635014238593,3.49736257384967e-06,3.14491874247213,561,0.962819834345043,132.08,711.2,
yes,WBIC,2399700,-13.4586037072885,1.42890276232783e-06,3.30037862507565,2059,0.93023077857493,144.78,774.7,
yes,WBIC,2417000,-13.3095500798379,1.65857778335346e-06,3.27765788798111,472,0.965490558673652,154.94,762,
yes,WBIC,2418600,-13.0404287180153,2.17076977560173e-06,3.23781563353917,226,0.928737897377104,241.3,685.8,
NO,WBIC,2420600,-12.2516017996187,4.77745872837472e-06,3.08191319823627,563,0.826405158816396,132.08,736.6,r^2< 0.85
yes,WBIC,2451900,-12.7430039781153,2.92269629772168e-06,3.17100343992298,89,0.936093217367976,228.6,553.72,
yes,WBIC,2452400,-13.4639440505787,1.42129227045541e-06,3.31983636181045,82,0.967242832335335,182.88,464.82,
yes,WBIC,2461100,-10.8066601254691,2.02640915893484e-05,2.86987816721271,242,0.970454819378113,162.56,764.54,
NO,WBIC,2469800,-13.6120327739135,1.22565792818439e-06,3.36672900787631,10,0.705694767598049,335.28,403.86,n< 25
yes,WBIC,2485700,-13.051081219019,2.14776837710664e-06,3.25441105066741,51,0.97842018392924,187.96,693.42,
yes,WBIC,2490500,-9.79357338611994,5.58091130211738e-05,2.70800823438591,280,0.952556673903009,78.74,624.84,
yes,WBIC,2492100,-12.2092651853306,4.98406275467908e-06,3.10446844025767,109,0.962341320842768,297.18,736.6,
yes,WBIC,2495100,-13.228226095003,1.79909626345466e-06,3.26573934908993,358,0.980393280777458,132.08,736.6,
yes,WBIC,2496300,-11.8242672736352,7.32463470715393e-06,3.03118154463208,1066,0.960630955314045,109.22,749.3,
yes,WBIC,2615100,-13.2706460411781,1.72437474271772e-06,3.2839183989039,831,0.976760059699304,132.08,711.2,
yes,WBIC,2620600,-12.6655472406228,3.15807706090264e-06,3.18533551875878,725,0.986506765191355,144.78,762,
yes,WBIC,2621100,-12.6107486068076,3.33596486096339e-06,3.17380307201004,490,0.968282085688397,167.64,772.16,
yes,WBIC,2627400,-11.8540599943063,7.10963256357697e-06,3.05709456192629,728,0.977709025433352,147.32,734.06,
yes,WBIC,2641000,-13.3889977638651,1.53190612617633e-06,3.31125712842484,501,0.971666387761674,180.34,726.44,
yes,WBIC,2654500,-12.3763711275771,4.21706517686488e-06,3.1323811663662,357,0.975744910770467,165.1,749.3,
yes,WBIC,2661100,-14.1293112598905,7.30664633703553e-07,3.42540881256629,332,0.948269671373366,276.86,749.3,
yes,WBIC,2675200,-11.5502611780158,9.63352670997319e-06,2.99598922231708,867,0.959605819025912,121.92,769.62,
yes,WBIC,2678100,-12.3962991019898,4.13385942454173e-06,3.13438599325427,248,0.977538447881583,195.58,744.22,
yes,WBIC,2691500,-14.2599713530911,6.41169904778805e-07,3.43285921723975,146,0.87181369606764,345.44,609.6,
yes,WBIC,2692900,-12.1075805913893,5.51752818029636e-06,3.07720576369889,256,0.9877868871365,160.02,698.5,
yes,WBIC,2694000,-13.67718188704,1.14835291847089e-06,3.30321573357994,267,0.863118415757634,266.7,718.82,
yes,WBIC,2695800,-7.61947095086245,0.000490801420507349,2.3505707850033,158,0.970489763997421,104.14,711.2,
yes,WBIC,2704200,-10.9445444547356,1.76540656135199e-05,2.8902430266655,459,0.909890336907962,139.7,741.68,
yes,WBIC,2706500,-11.7775297037831,7.67509640403888e-06,3.03745293973654,572,0.980081201526189,134.62,708.66,
yes,WBIC,2706800,-12.537105413003,3.59090817828886e-06,3.1559069721551,842,0.969945495904228,144.78,731.52,
NO,WBIC,2710800,-13.9459794124747,8.77683828415535e-07,3.33176499390592,5,0.787798381181234,439.42,553.72,n< 25
yes,WBIC,2732600,-10.7474960585383,2.14991736481657e-05,2.84873201369715,299,0.959137548037455,116.84,670.56,
yes,WBIC,2734200,-8.37324462210838,0.00023096494271265,2.47320896872827,29,0.940189634167105,215.9,502.92,
yes,WBIC,2741600,-11.1811837397087,1.39339292384177e-05,2.92633098542792,365,0.962184859188936,129.54,690.88,
NO,WBIC,2742100,-12.8501973761469,2.62560982097978e-06,3.16823515540272,386,0.829788734532489,238.76,622.3,r^2< 0.85
NO,WBIC,2742500,-11.9211850340496,6.64806293266947e-06,3.02817580385001,2,1,307.34,431.8,n< 25
yes,WBIC,2742700,-12.0305052814802,5.9596113932942e-06,3.06638916172791,77,0.911136226593282,386.08,734.06,
yes,WBIC,2747300,-9.68711813722518,6.20780472958764e-05,2.67065276549899,574,0.95064380801039,111.76,728.98,
yes,WBIC,2762200,-13.8592189599713,9.57233044015006e-07,3.36208079267382,153,0.956332775932635,302.26,741.68,
yes,WBIC,2856400,-13.4265750921389,1.47540933393716e-06,3.29741802672247,228,0.956543649266822,144.78,708.66,
yes,WBIC,2858100,-13.281091131685,1.7064572303809e-06,3.27041908798263,176,0.953209284465751,246.38,734.06,
yes,WBIC,2858300,-7.4220385735365,0.000597928980042921,2.31852894764421,32,0.936479878742474,215.9,434.34,
yes,WBIC,2865000,-12.6340811061013,3.25902950062614e-06,3.15191184073395,469,0.918209280428834,312.42,728.98,
yes,WBIC,2866200,-8.32107352935992,0.000243334497231089,2.45678528296668,219,0.934736941314636,129.54,695.96,
yes,WBIC,2897100,-11.8200930117657,7.35527355331463e-06,3.0628017991083,346,0.963840679857818,162.56,741.68,
yes,WBIC,2899200,-14.6260378618122,4.44623552688237e-07,3.51364761686187,58,0.985019952737799,381,678.18,
yes,WBIC,2900200,-12.818610907723,2.70986725484891e-06,3.20482666244779,311,0.975104772295534,231.14,749.3,
NO,WBIC,2902900,6.95010570485587,1043.26,NA,2,0,495.3,495.3,n< 25
NO,WBIC,2914800,-14.1151405509027,7.41092379371935e-07,3.40984152920562,12,0.924371055386873,386.08,690.88,n< 25
NO,WBIC,2942300,-16.5253625376178,6.6546656245145e-08,3.7559802987712,211,0.611908155638118,269.24,637.54,r^2< 0.85
NO,WBIC,2949200,-14.936348239968,3.26006590356018e-07,3.54762648711552,429,0.816188717814841,215.9,721.36,r^2< 0.85
yes,WBIC,2953500,-12.4088259644602,4.08239813326773e-06,3.12264038494639,246,0.953095612816545,223.52,759.46,
NO,WBIC,2953800,6.11719370631515,453.59,NA,2,0,386.08,386.08,n< 25
yes,WBIC,2954500,-14.2074921059412,6.75716582183566e-07,3.4251729165916,254,0.924247617588416,187.96,701.04,
yes,WBIC,2954800,-13.7422472015554,1.07601387475365e-06,3.32518234456242,489,0.860753324627674,139.7,754.38,
yes,WBIC,2958500,-13.1456114702251,1.95404012407966e-06,3.25418794610794,244,0.957798641931341,203.2,680.72,
yes,WBIC,2962400,-12.1308535785746,5.39060152774948e-06,3.09055070416899,43,0.943432008425216,383.54,680.72,
yes,WBIC,2962900,-11.9825177111552,6.25257167306479e-06,3.07447567097117,173,0.930639491436143,276.86,680.72,
yes,WBIC,2963200,-13.519719106144,1.34418979926322e-06,3.32591184357148,59,0.971072616327003,147.32,254,
yes,WBIC,2963800,-13.601394615025,1.23876627267026e-06,3.32605115914326,496,0.976267240429135,142.24,731.52,
yes,WBIC,2964100,-13.1968586490864,1.85642372585884e-06,3.26104371637351,163,0.963278137957046,210.82,690.88,
yes,CLASS,C2S,-13.3192461156353,1.64257386645011e-06,3.28056341129958,29968,0.94680141034925,81.28,825.5,
yes,CLASS,CCC,-12.8249301708169,2.69279688360541e-06,3.19550406789083,7845,0.945011259819627,78.74,749.3,
yes,CLASS,CCD,-13.2650417150743,1.73406583174752e-06,3.27521007682754,22248,0.945257366297245,96.52,805.18,
yes,CLASS,CR,-12.0898777399818,5.61607385795623e-06,3.07656992604057,2422,0.877075880592054,119.38,749.3,
yes,CLASS,CWC,-12.3338392527899,4.40029377250726e-06,3.12120860804414,3582,0.968868889146283,109.22,772.16,
yes,CLASS,CWD,-12.8687724488794,2.57728909741239e-06,3.22080550914497,3563,0.977763670305246,132.08,767.08,
yes,ALL,ALL,-13.1450390882437,1.95515890159112e-06,3.2534692460426,69815,0.947272675079503,78.74,825.5,
